activity_id,opportunity_id,sales_agent,activity_date,activity_type,activity_outcome
ACT-039151,USNQY75J,Zane Levy,2017-09-24 13:00:00,Demo,Rescheduled
ACT-039152,USNQY75J,Zane Levy,2017-11-01 11:00:00,Meeting,Completed
ACT-039153,USNQY75J,Zane Levy,2017-09-21 15:00:00,Meeting,Interested
ACT-039154,USNQY75J,Zane Levy,2017-10-01 08:00:00,Email,Rescheduled
ACT-039155,EI7DU48C,Zane Levy,2017-12-08 17:00:00,Demo,Interested
ACT-039156,EI7DU48C,Zane Levy,2017-12-05 13:00:00,Follow-up,Interested
ACT-039157,EI7DU48C,Zane Levy,2017-09-22 13:00:00,Demo,Interested
ACT-039158,EI7DU48C,Zane Levy,2017-11-12 08:00:00,Email,Not interested
ACT-039159,EI7DU48C,Zane Levy,2017-11-24 10:00:00,Meeting,Responded
ACT-039160,EI7DU48C,Zane Levy,2017-10-06 09:00:00,Demo,Connected
ACT-039161,EI7DU48C,Zane Levy,2017-11-08 09:00:00,Demo,No answer
ACT-039162,EI7DU48C,Zane Levy,2017-09-27 11:00:00,Email,Responded
ACT-039163,1A1BI5VB,Boris Faz,2017-09-12 09:00:00,Follow-up,Interested
ACT-039164,1A1BI5VB,Boris Faz,2017-09-16 12:00:00,Follow-up,Rescheduled
ACT-039165,1A1BI5VB,Boris Faz,2017-09-16 10:00:00,Demo,Not interested
ACT-039166,1A1BI5VB,Boris Faz,2017-09-11 08:00:00,Email,Rescheduled
ACT-039167,1A1BI5VB,Boris Faz,2017-09-12 13:00:00,Demo,Completed
ACT-039168,1A1BI5VB,Boris Faz,2017-09-21 10:00:00,Email,Rescheduled
ACT-039169,1A1BI5VB,Boris Faz,2017-09-10 12:00:00,Call,Interested
ACT-039170,1A1BI5VB,Boris Faz,2017-09-15 10:00:00,Meeting,Connected
ACT-039171,1A1BI5VB,Boris Faz,2017-09-21 11:00:00,Follow-up,Not interested
ACT-039172,1A1BI5VB,Boris Faz,2017-09-09 10:00:00,Follow-up,Completed
ACT-039173,UYJVA76O,Cassey Cress,2017-09-13 12:00:00,Email,Not interested
ACT-039174,UYJVA76O,Cassey Cress,2017-09-29 09:00:00,Demo,Connected
ACT-039175,UYJVA76O,Cassey Cress,2017-11-10 14:00:00,Email,Connected
ACT-039176,UYJVA76O,Cassey Cress,2017-09-16 15:00:00,Follow-up,Completed
ACT-039177,DR2H05BG,Cecily Lampkin,2017-09-20 13:00:00,Email,Responded
ACT-039178,DR2H05BG,Cecily Lampkin,2017-09-19 15:00:00,Meeting,Responded
ACT-039179,DR2H05BG,Cecily Lampkin,2017-09-17 09:00:00,Email,Interested
ACT-039180,M765WQ4W,Corliss Cosme,2017-09-11 17:00:00,Email,Responded
ACT-039181,M765WQ4W,Corliss Cosme,2017-09-10 17:00:00,Email,Responded
ACT-039182,M765WQ4W,Corliss Cosme,2017-09-11 10:00:00,Call,Interested
ACT-039183,M765WQ4W,Corliss Cosme,2017-09-11 11:00:00,Meeting,Responded
ACT-039184,M765WQ4W,Corliss Cosme,2017-09-13 11:00:00,Call,Interested
ACT-039185,2PXZ68OA,Darcel Schlecht,2017-11-25 08:00:00,Follow-up,No answer
ACT-039186,2PXZ68OA,Darcel Schlecht,2017-11-03 16:00:00,Follow-up,Interested
ACT-039187,2PXZ68OA,Darcel Schlecht,2017-10-08 14:00:00,Demo,Completed
ACT-039188,2PXZ68OA,Darcel Schlecht,2017-10-23 16:00:00,Demo,Rescheduled
ACT-039189,TDVM9PDL,Donn Cantrell,2017-09-14 17:00:00,Email,Responded
ACT-039190,TDVM9PDL,Donn Cantrell,2017-12-06 17:00:00,Follow-up,Rescheduled
ACT-039191,TDVM9PDL,Donn Cantrell,2017-11-20 09:00:00,Call,Interested
ACT-039192,TDVM9PDL,Donn Cantrell,2017-09-21 13:00:00,Follow-up,Rescheduled
ACT-039193,TDVM9PDL,Donn Cantrell,2017-10-30 12:00:00,Follow-up,Responded
ACT-039194,LBYGH8WS,Garret Kinder,2017-09-20 14:00:00,Email,No answer
ACT-039195,LBYGH8WS,Garret Kinder,2017-09-14 08:00:00,Email,Interested
ACT-039196,LBYGH8WS,Garret Kinder,2017-09-15 17:00:00,Email,Completed
ACT-039197,LBYGH8WS,Garret Kinder,2017-09-23 13:00:00,Demo,Interested
ACT-039198,LBYGH8WS,Garret Kinder,2017-09-12 11:00:00,Follow-up,Completed
ACT-039199,LBYGH8WS,Garret Kinder,2017-09-22 15:00:00,Demo,Interested
ACT-039200,LBYGH8WS,Garret Kinder,2017-09-10 16:00:00,Follow-up,Interested
ACT-039201,NJC4XMEN,James Ascencio,2017-09-20 15:00:00,Follow-up,Interested
ACT-039202,NJC4XMEN,James Ascencio,2017-09-13 09:00:00,Meeting,Interested
ACT-039203,NJC4XMEN,James Ascencio,2017-09-09 14:00:00,Demo,Completed
ACT-039204,NJC4XMEN,James Ascencio,2017-10-04 12:00:00,Demo,No answer
ACT-039205,NJC4XMEN,James Ascencio,2017-09-30 15:00:00,Demo,Rescheduled
ACT-039206,NJC4XMEN,James Ascencio,2017-09-28 09:00:00,Call,Not interested
ACT-039207,OBCBK0XR,Kami Bicknell,2017-11-24 11:00:00,Call,Rescheduled
ACT-039208,OBCBK0XR,Kami Bicknell,2017-11-20 15:00:00,Demo,No answer
ACT-039209,OBCBK0XR,Kami Bicknell,2017-11-24 12:00:00,Email,No answer
ACT-039210,OBCBK0XR,Kami Bicknell,2017-10-27 16:00:00,Call,Connected
ACT-039211,IX8AYR6F,Kami Bicknell,2017-12-01 08:00:00,Email,No answer
ACT-039212,IX8AYR6F,Kami Bicknell,2017-09-15 13:00:00,Meeting,Connected
ACT-039213,IX8AYR6F,Kami Bicknell,2017-09-19 16:00:00,Call,Interested
ACT-039214,IX8AYR6F,Kami Bicknell,2017-10-01 10:00:00,Follow-up,Connected
ACT-039215,IX8AYR6F,Kami Bicknell,2017-11-08 11:00:00,Demo,Not interested
ACT-039216,IX8AYR6F,Kami Bicknell,2017-10-14 09:00:00,Follow-up,Responded
ACT-039217,IX8AYR6F,Kami Bicknell,2017-11-28 09:00:00,Demo,Completed
ACT-039218,IX8AYR6F,Kami Bicknell,2017-10-12 09:00:00,Follow-up,Rescheduled
ACT-039219,IX8AYR6F,Kami Bicknell,2017-09-28 12:00:00,Follow-up,Responded
ACT-039220,4LVXK5H1,Kami Bicknell,2017-09-20 15:00:00,Email,Not interested
ACT-039221,4LVXK5H1,Kami Bicknell,2017-09-24 12:00:00,Demo,Connected
ACT-039222,4LVXK5H1,Kami Bicknell,2017-09-10 11:00:00,Meeting,No answer
ACT-039223,4LVXK5H1,Kami Bicknell,2017-09-21 10:00:00,Demo,Not interested
ACT-039224,4LVXK5H1,Kami Bicknell,2017-09-23 17:00:00,Email,Interested
ACT-039225,4LVXK5H1,Kami Bicknell,2017-09-18 12:00:00,Email,Responded
ACT-039226,4LVXK5H1,Kami Bicknell,2017-09-18 10:00:00,Meeting,Responded
ACT-039227,4LVXK5H1,Kami Bicknell,2017-09-24 17:00:00,Email,Completed
ACT-039228,4LVXK5H1,Kami Bicknell,2017-09-13 12:00:00,Meeting,Connected
ACT-039229,4LVXK5H1,Kami Bicknell,2017-09-12 10:00:00,Call,Connected
ACT-039230,O5CWW9P3,Lajuana Vencill,2017-09-19 12:00:00,Call,Rescheduled
ACT-039231,O5CWW9P3,Lajuana Vencill,2017-10-28 14:00:00,Demo,No answer
ACT-039232,O5CWW9P3,Lajuana Vencill,2017-10-14 13:00:00,Email,Connected
ACT-039233,O5CWW9P3,Lajuana Vencill,2017-09-11 17:00:00,Email,Connected
ACT-039234,IMLFM79C,Markita Hansen,2017-09-28 17:00:00,Meeting,Rescheduled
ACT-039235,IMLFM79C,Markita Hansen,2017-10-01 12:00:00,Demo,No answer
ACT-039236,IMLFM79C,Markita Hansen,2017-10-06 14:00:00,Meeting,Rescheduled
ACT-039237,IMLFM79C,Markita Hansen,2017-09-28 17:00:00,Demo,Responded
ACT-039238,IMLFM79C,Markita Hansen,2017-09-14 15:00:00,Follow-up,Rescheduled
ACT-039239,IMLFM79C,Markita Hansen,2017-09-10 11:00:00,Email,No answer
ACT-039240,IMLFM79C,Markita Hansen,2017-10-06 11:00:00,Demo,Connected
ACT-039241,DPXZ0ONG,Niesha Huffines,2017-11-15 16:00:00,Demo,Completed
ACT-039242,DPXZ0ONG,Niesha Huffines,2017-10-25 08:00:00,Email,Rescheduled
ACT-039243,DPXZ0ONG,Niesha Huffines,2017-10-17 17:00:00,Demo,Not interested
ACT-039244,2LOQKW1C,Niesha Huffines,2017-09-22 15:00:00,Call,Not interested
ACT-039245,2LOQKW1C,Niesha Huffines,2017-09-23 13:00:00,Email,No answer
ACT-039246,2LOQKW1C,Niesha Huffines,2017-09-16 12:00:00,Email,Connected
ACT-039247,2LOQKW1C,Niesha Huffines,2017-09-17 17:00:00,Meeting,Rescheduled
ACT-039248,2LOQKW1C,Niesha Huffines,2017-09-10 09:00:00,Call,Not interested
ACT-039249,2LOQKW1C,Niesha Huffines,2017-09-09 15:00:00,Call,No answer
ACT-039250,2LOQKW1C,Niesha Huffines,2017-09-20 10:00:00,Demo,Not interested
ACT-039251,2LOQKW1C,Niesha Huffines,2017-09-18 15:00:00,Email,Rescheduled
ACT-039252,MA1LQG9S,Niesha Huffines,2017-09-10 13:00:00,Call,Rescheduled
ACT-039253,MA1LQG9S,Niesha Huffines,2017-11-16 14:00:00,Demo,Responded
ACT-039254,MA1LQG9S,Niesha Huffines,2017-11-02 08:00:00,Call,Interested
ACT-039255,MA1LQG9S,Niesha Huffines,2017-10-12 08:00:00,Demo,No answer
ACT-039256,MA1LQG9S,Niesha Huffines,2017-11-20 12:00:00,Email,No answer
ACT-039257,MA1LQG9S,Niesha Huffines,2017-11-21 12:00:00,Follow-up,Not interested
ACT-039258,MA1LQG9S,Niesha Huffines,2017-10-01 09:00:00,Demo,Interested
ACT-039259,MA1LQG9S,Niesha Huffines,2017-10-19 10:00:00,Call,Rescheduled
ACT-039260,MA1LQG9S,Niesha Huffines,2017-11-17 12:00:00,Email,Not interested
ACT-039261,MA1LQG9S,Niesha Huffines,2017-11-23 16:00:00,Call,Not interested
ACT-039262,YR4EFQ4C,Reed Clapper,2017-11-04 16:00:00,Email,Rescheduled
ACT-039263,YR4EFQ4C,Reed Clapper,2017-10-26 17:00:00,Email,Rescheduled
ACT-039264,YR4EFQ4C,Reed Clapper,2017-10-31 15:00:00,Demo,Rescheduled
ACT-039265,YR4EFQ4C,Reed Clapper,2017-10-26 12:00:00,Call,Interested
ACT-039266,YR4EFQ4C,Reed Clapper,2017-10-04 17:00:00,Email,Interested
ACT-039267,YR4EFQ4C,Reed Clapper,2017-11-16 16:00:00,Demo,Not interested
ACT-039268,YR4EFQ4C,Reed Clapper,2017-10-20 16:00:00,Meeting,Connected
ACT-039269,YR4EFQ4C,Reed Clapper,2017-11-18 14:00:00,Meeting,Responded
ACT-039270,YR4EFQ4C,Reed Clapper,2017-09-16 10:00:00,Call,Responded
ACT-039271,YR4EFQ4C,Reed Clapper,2017-11-06 12:00:00,Email,Connected
ACT-039272,KB7DTUXO,Rosie Papadopoulos,2017-10-01 15:00:00,Call,Responded
ACT-039273,KB7DTUXO,Rosie Papadopoulos,2017-10-02 17:00:00,Email,No answer
ACT-039274,KB7DTUXO,Rosie Papadopoulos,2017-09-20 13:00:00,Call,Rescheduled
ACT-039275,KB7DTUXO,Rosie Papadopoulos,2017-09-21 09:00:00,Email,Rescheduled
ACT-039276,KB7DTUXO,Rosie Papadopoulos,2017-09-17 15:00:00,Email,Responded
ACT-039277,KB7DTUXO,Rosie Papadopoulos,2017-10-29 17:00:00,Demo,Completed
ACT-039278,KB7DTUXO,Rosie Papadopoulos,2017-09-25 10:00:00,Follow-up,Interested
ACT-039279,JMQRT3TC,Versie Hillebrand,2017-11-14 12:00:00,Call,Rescheduled
ACT-039280,JMQRT3TC,Versie Hillebrand,2017-09-10 16:00:00,Demo,Connected
ACT-039281,JMQRT3TC,Versie Hillebrand,2017-12-12 12:00:00,Call,Rescheduled
ACT-039282,JMQRT3TC,Versie Hillebrand,2017-10-30 09:00:00,Demo,Interested
ACT-039283,JMQRT3TC,Versie Hillebrand,2017-09-13 15:00:00,Follow-up,Not interested
ACT-039284,JMQRT3TC,Versie Hillebrand,2017-10-04 14:00:00,Demo,Connected
ACT-039285,XETHS437,Versie Hillebrand,2017-11-19 11:00:00,Demo,Responded
ACT-039286,XETHS437,Versie Hillebrand,2017-10-10 09:00:00,Follow-up,No answer
ACT-039287,XETHS437,Versie Hillebrand,2017-10-17 15:00:00,Meeting,Connected
ACT-039288,XETHS437,Versie Hillebrand,2017-11-29 11:00:00,Demo,Not interested
ACT-039289,6EYTZB6F,Versie Hillebrand,2017-11-19 15:00:00,Meeting,Responded
ACT-039290,6EYTZB6F,Versie Hillebrand,2017-10-24 13:00:00,Demo,Responded
ACT-039291,6EYTZB6F,Versie Hillebrand,2017-11-03 16:00:00,Follow-up,Connected
ACT-039292,6EYTZB6F,Versie Hillebrand,2017-09-19 16:00:00,Demo,Connected
ACT-039293,6EYTZB6F,Versie Hillebrand,2017-11-13 16:00:00,Call,Completed
ACT-039294,6EYTZB6F,Versie Hillebrand,2017-11-18 14:00:00,Email,Not interested
ACT-039295,DXY9EZ55,Vicki Laflamme,2017-11-14 16:00:00,Call,Interested
ACT-039296,DXY9EZ55,Vicki Laflamme,2017-11-11 08:00:00,Email,No answer
ACT-039297,DXY9EZ55,Vicki Laflamme,2017-09-14 17:00:00,Call,Rescheduled
ACT-039298,DXY9EZ55,Vicki Laflamme,2017-11-21 10:00:00,Demo,Rescheduled
ACT-039299,ESZPH44N,Violet Mclelland,2017-09-10 16:00:00,Follow-up,Connected
ACT-039300,ESZPH44N,Violet Mclelland,2017-11-22 11:00:00,Meeting,Not interested
ACT-039301,ESZPH44N,Violet Mclelland,2017-10-20 15:00:00,Meeting,No answer
ACT-039302,ESZPH44N,Violet Mclelland,2017-12-09 16:00:00,Demo,Interested
ACT-039303,ESZPH44N,Violet Mclelland,2017-10-18 14:00:00,Call,No answer
ACT-039304,ESZPH44N,Violet Mclelland,2017-10-15 14:00:00,Meeting,Rescheduled
ACT-039305,ESZPH44N,Violet Mclelland,2017-09-29 11:00:00,Meeting,Connected
ACT-039306,ITDTMROU,Cassey Cress,2017-09-29 17:00:00,Call,No answer
ACT-039307,ITDTMROU,Cassey Cress,2017-10-28 14:00:00,Demo,Completed
ACT-039308,ITDTMROU,Cassey Cress,2017-11-09 13:00:00,Follow-up,Completed
ACT-039309,ITDTMROU,Cassey Cress,2017-11-07 10:00:00,Follow-up,Connected
ACT-039310,ITDTMROU,Cassey Cress,2017-11-26 08:00:00,Demo,Completed
ACT-039311,ITDTMROU,Cassey Cress,2017-09-11 11:00:00,Follow-up,No answer
ACT-039312,ITDTMROU,Cassey Cress,2017-09-23 09:00:00,Call,Connected
ACT-039313,ITDTMROU,Cassey Cress,2017-10-04 10:00:00,Demo,Not interested
ACT-039314,IFO74RWI,Cecily Lampkin,2017-11-21 15:00:00,Demo,Responded
ACT-039315,IFO74RWI,Cecily Lampkin,2017-10-10 14:00:00,Follow-up,Interested
ACT-039316,IFO74RWI,Cecily Lampkin,2017-10-24 16:00:00,Follow-up,Rescheduled
ACT-039317,IFO74RWI,Cecily Lampkin,2017-11-08 14:00:00,Meeting,No answer
ACT-039318,IFO74RWI,Cecily Lampkin,2017-10-06 11:00:00,Meeting,Connected
ACT-039319,IFO74RWI,Cecily Lampkin,2017-10-02 11:00:00,Email,Not interested
ACT-039320,IFO74RWI,Cecily Lampkin,2017-10-27 14:00:00,Demo,Completed
ACT-039321,4O6T16XI,Cecily Lampkin,2017-10-07 12:00:00,Email,Responded
ACT-039322,4O6T16XI,Cecily Lampkin,2017-09-16 15:00:00,Follow-up,Responded
ACT-039323,4O6T16XI,Cecily Lampkin,2017-11-24 15:00:00,Call,Interested
ACT-039324,4O6T16XI,Cecily Lampkin,2017-12-09 14:00:00,Call,Completed
ACT-039325,4O6T16XI,Cecily Lampkin,2017-11-15 13:00:00,Call,Not interested
ACT-039326,4O6T16XI,Cecily Lampkin,2017-09-22 17:00:00,Email,No answer
ACT-039327,4O6T16XI,Cecily Lampkin,2017-12-03 13:00:00,Meeting,Connected
ACT-039328,4O6T16XI,Cecily Lampkin,2017-09-17 13:00:00,Meeting,Connected
ACT-039329,SUPA1RHK,Corliss Cosme,2017-09-11 08:00:00,Demo,Not interested
ACT-039330,SUPA1RHK,Corliss Cosme,2017-09-11 15:00:00,Email,Not interested
ACT-039331,SUPA1RHK,Corliss Cosme,2017-09-11 11:00:00,Meeting,Responded
ACT-039332,SUPA1RHK,Corliss Cosme,2017-09-11 10:00:00,Meeting,Rescheduled
ACT-039333,SUPA1RHK,Corliss Cosme,2017-09-14 17:00:00,Email,Interested
ACT-039334,SUPA1RHK,Corliss Cosme,2017-09-12 15:00:00,Call,Rescheduled
ACT-039335,SUPA1RHK,Corliss Cosme,2017-09-12 14:00:00,Email,Completed
ACT-039336,SUPA1RHK,Corliss Cosme,2017-09-11 10:00:00,Meeting,Not interested
ACT-039337,SUPA1RHK,Corliss Cosme,2017-09-14 09:00:00,Demo,No answer
ACT-039338,SUPA1RHK,Corliss Cosme,2017-09-10 16:00:00,Email,Responded
ACT-039339,MDHD11QD,Corliss Cosme,2017-09-10 08:00:00,Call,Interested
ACT-039340,MDHD11QD,Corliss Cosme,2017-09-14 14:00:00,Call,No answer
ACT-039341,MDHD11QD,Corliss Cosme,2017-09-11 11:00:00,Call,Interested
ACT-039342,MDHD11QD,Corliss Cosme,2017-09-15 12:00:00,Meeting,Responded
ACT-039343,MDHD11QD,Corliss Cosme,2017-09-14 13:00:00,Meeting,Responded
ACT-039344,PERK5YXJ,Daniell Hammack,2017-10-04 11:00:00,Call,Connected
ACT-039345,PERK5YXJ,Daniell Hammack,2017-11-02 08:00:00,Follow-up,Connected
ACT-039346,PERK5YXJ,Daniell Hammack,2017-11-26 13:00:00,Meeting,Interested
ACT-039347,PERK5YXJ,Daniell Hammack,2017-11-05 12:00:00,Follow-up,Connected
ACT-039348,PERK5YXJ,Daniell Hammack,2017-11-17 10:00:00,Demo,Not interested
ACT-039349,PERK5YXJ,Daniell Hammack,2017-11-28 16:00:00,Meeting,Interested
ACT-039350,PERK5YXJ,Daniell Hammack,2017-09-29 17:00:00,Call,No answer
ACT-039351,MUUNQNG2,Darcel Schlecht,2017-09-15 10:00:00,Email,Connected
ACT-039352,MUUNQNG2,Darcel Schlecht,2017-09-10 15:00:00,Demo,Responded
ACT-039353,MUUNQNG2,Darcel Schlecht,2017-09-16 11:00:00,Email,Responded
ACT-039354,MUUNQNG2,Darcel Schlecht,2017-09-17 08:00:00,Email,Interested
ACT-039355,MUUNQNG2,Darcel Schlecht,2017-09-16 08:00:00,Follow-up,Rescheduled
ACT-039356,MUUNQNG2,Darcel Schlecht,2017-09-13 12:00:00,Demo,Connected
ACT-039357,J1SCD7QL,Darcel Schlecht,2017-10-29 10:00:00,Demo,Completed
ACT-039358,J1SCD7QL,Darcel Schlecht,2017-10-12 11:00:00,Call,Connected
ACT-039359,J1SCD7QL,Darcel Schlecht,2017-11-01 15:00:00,Meeting,Not interested
ACT-039360,J1SCD7QL,Darcel Schlecht,2017-11-02 08:00:00,Follow-up,Interested
ACT-039361,J1SCD7QL,Darcel Schlecht,2017-10-16 14:00:00,Email,Interested
ACT-039362,J1SCD7QL,Darcel Schlecht,2017-10-24 08:00:00,Call,Completed
ACT-039363,9LILLW96,Garret Kinder,2017-09-29 15:00:00,Call,Rescheduled
ACT-039364,9LILLW96,Garret Kinder,2017-09-13 08:00:00,Follow-up,No answer
ACT-039365,R0DKB8FJ,Gladys Colclough,2017-10-26 11:00:00,Call,Interested
ACT-039366,R0DKB8FJ,Gladys Colclough,2017-11-14 08:00:00,Meeting,Responded
ACT-039367,R0DKB8FJ,Gladys Colclough,2017-11-19 14:00:00,Call,Rescheduled
ACT-039368,R0DKB8FJ,Gladys Colclough,2017-11-11 16:00:00,Demo,Not interested
ACT-039369,S5R9O6TL,Gladys Colclough,2017-11-20 13:00:00,Demo,Connected
ACT-039370,S5R9O6TL,Gladys Colclough,2017-12-04 08:00:00,Meeting,Rescheduled
ACT-039371,S5R9O6TL,Gladys Colclough,2017-11-05 08:00:00,Call,No answer
ACT-039372,S5R9O6TL,Gladys Colclough,2017-09-30 16:00:00,Email,Not interested
ACT-039373,S5R9O6TL,Gladys Colclough,2017-11-21 14:00:00,Demo,No answer
ACT-039374,S5R9O6TL,Gladys Colclough,2017-09-17 10:00:00,Meeting,Not interested
ACT-039375,N78A330G,Gladys Colclough,2017-09-20 13:00:00,Email,Interested
ACT-039376,N78A330G,Gladys Colclough,2017-09-28 11:00:00,Email,Completed
ACT-039377,N78A330G,Gladys Colclough,2017-10-26 11:00:00,Meeting,Completed
ACT-039378,N78A330G,Gladys Colclough,2017-09-20 11:00:00,Call,Rescheduled
ACT-039379,N78A330G,Gladys Colclough,2017-09-10 10:00:00,Call,No answer
ACT-039380,N78A330G,Gladys Colclough,2017-11-02 09:00:00,Call,Connected
ACT-039381,N78A330G,Gladys Colclough,2017-09-28 08:00:00,Meeting,No answer
ACT-039382,N78A330G,Gladys Colclough,2017-09-17 13:00:00,Call,Connected
ACT-039383,N78A330G,Gladys Colclough,2017-10-17 16:00:00,Call,Rescheduled
ACT-039384,ZGW9SCQ0,Hayden Neloms,2017-09-21 08:00:00,Call,Responded
ACT-039385,ZGW9SCQ0,Hayden Neloms,2017-09-10 13:00:00,Follow-up,Interested
ACT-039386,ZGW9SCQ0,Hayden Neloms,2017-09-27 15:00:00,Follow-up,Rescheduled
ACT-039387,ZGW9SCQ0,Hayden Neloms,2017-09-28 08:00:00,Follow-up,Completed
ACT-039388,ZHI12PI4,Hayden Neloms,2017-09-30 08:00:00,Call,Connected
ACT-039389,ZHI12PI4,Hayden Neloms,2017-10-24 13:00:00,Call,Connected
ACT-039390,ZHI12PI4,Hayden Neloms,2017-10-06 10:00:00,Demo,Not interested
ACT-039391,ZHI12PI4,Hayden Neloms,2017-11-12 10:00:00,Follow-up,Rescheduled
ACT-039392,ZHI12PI4,Hayden Neloms,2017-12-06 11:00:00,Call,Rescheduled
ACT-039393,34XWXEQE,James Ascencio,2017-09-19 17:00:00,Meeting,Rescheduled
ACT-039394,34XWXEQE,James Ascencio,2017-09-15 15:00:00,Meeting,Not interested
ACT-039395,34XWXEQE,James Ascencio,2017-09-25 10:00:00,Follow-up,Connected
ACT-039396,34XWXEQE,James Ascencio,2017-09-26 09:00:00,Meeting,Completed
ACT-039397,34XWXEQE,James Ascencio,2017-09-16 16:00:00,Demo,Responded
ACT-039398,34XWXEQE,James Ascencio,2017-10-09 15:00:00,Follow-up,Responded
ACT-039399,34XWXEQE,James Ascencio,2017-09-14 11:00:00,Call,Rescheduled
ACT-039400,38ZR3URJ,James Ascencio,2017-10-08 12:00:00,Meeting,Connected
ACT-039401,38ZR3URJ,James Ascencio,2017-11-22 08:00:00,Demo,Interested
ACT-039402,38ZR3URJ,James Ascencio,2017-10-05 09:00:00,Follow-up,Responded
ACT-039403,38ZR3URJ,James Ascencio,2017-10-26 16:00:00,Follow-up,Not interested
ACT-039404,38ZR3URJ,James Ascencio,2017-09-30 16:00:00,Call,Rescheduled
ACT-039405,6DJ817MW,James Ascencio,2017-10-03 15:00:00,Demo,Responded
ACT-039406,6DJ817MW,James Ascencio,2017-11-01 12:00:00,Demo,Completed
ACT-039407,6DJ817MW,James Ascencio,2017-10-05 15:00:00,Call,Interested
ACT-039408,6DJ817MW,James Ascencio,2017-10-20 16:00:00,Email,Connected
ACT-039409,6DJ817MW,James Ascencio,2017-10-24 14:00:00,Meeting,Responded
ACT-039410,6DJ817MW,James Ascencio,2017-09-28 12:00:00,Follow-up,Responded
ACT-039411,6DJ817MW,James Ascencio,2017-10-19 17:00:00,Demo,No answer
ACT-039412,6DJ817MW,James Ascencio,2017-11-10 10:00:00,Demo,Connected
ACT-039413,6DJ817MW,James Ascencio,2017-09-18 11:00:00,Follow-up,Completed
ACT-039414,9HCLI5PO,Jonathan Berthelot,2017-11-12 10:00:00,Demo,Not interested
ACT-039415,9HCLI5PO,Jonathan Berthelot,2017-10-06 09:00:00,Demo,Interested
ACT-039416,9HCLI5PO,Jonathan Berthelot,2017-11-02 08:00:00,Follow-up,Connected
ACT-039417,9HCLI5PO,Jonathan Berthelot,2017-10-27 15:00:00,Email,No answer
ACT-039418,9HCLI5PO,Jonathan Berthelot,2017-11-05 13:00:00,Follow-up,Completed
ACT-039419,9HCLI5PO,Jonathan Berthelot,2017-10-13 17:00:00,Demo,Rescheduled
ACT-039420,PRY70ISY,Jonathan Berthelot,2017-10-09 08:00:00,Follow-up,Rescheduled
ACT-039421,PRY70ISY,Jonathan Berthelot,2017-09-23 16:00:00,Demo,Connected
ACT-039422,PRY70ISY,Jonathan Berthelot,2017-10-05 17:00:00,Meeting,Interested
ACT-039423,PRY70ISY,Jonathan Berthelot,2017-10-25 14:00:00,Demo,Connected
ACT-039424,PRY70ISY,Jonathan Berthelot,2017-11-02 16:00:00,Demo,Rescheduled
ACT-039425,PRY70ISY,Jonathan Berthelot,2017-11-23 09:00:00,Demo,Rescheduled
ACT-039426,8NG46N94,Kami Bicknell,2017-10-02 13:00:00,Call,Not interested
ACT-039427,8NG46N94,Kami Bicknell,2017-09-25 13:00:00,Follow-up,Interested
ACT-039428,8NG46N94,Kami Bicknell,2017-10-01 12:00:00,Meeting,No answer
ACT-039429,8NG46N94,Kami Bicknell,2017-09-10 15:00:00,Meeting,Connected
ACT-039430,CS2ZS0B4,Kami Bicknell,2017-09-27 11:00:00,Email,Connected
ACT-039431,CS2ZS0B4,Kami Bicknell,2017-09-26 11:00:00,Follow-up,No answer
ACT-039432,CS2ZS0B4,Kami Bicknell,2017-09-10 11:00:00,Meeting,No answer
ACT-039433,CS2ZS0B4,Kami Bicknell,2017-09-10 15:00:00,Demo,Rescheduled
ACT-039434,CS2ZS0B4,Kami Bicknell,2017-09-27 17:00:00,Meeting,Connected
ACT-039435,R7LGVRHC,Kami Bicknell,2017-10-31 13:00:00,Email,Interested
ACT-039436,R7LGVRHC,Kami Bicknell,2017-10-05 15:00:00,Email,Interested
ACT-039437,R7LGVRHC,Kami Bicknell,2017-10-04 10:00:00,Email,Responded
ACT-039438,R7LGVRHC,Kami Bicknell,2017-11-05 11:00:00,Email,Not interested
ACT-039439,R7LGVRHC,Kami Bicknell,2017-10-23 09:00:00,Email,No answer
ACT-039440,R7LGVRHC,Kami Bicknell,2017-10-21 10:00:00,Email,Connected
ACT-039441,R7LGVRHC,Kami Bicknell,2017-11-06 17:00:00,Follow-up,Not interested
ACT-039442,R7LGVRHC,Kami Bicknell,2017-09-12 08:00:00,Follow-up,No answer
ACT-039443,R7LGVRHC,Kami Bicknell,2017-11-11 16:00:00,Call,Interested
ACT-039444,3KLVZN6M,Kary Hendrixson,2017-09-15 12:00:00,Meeting,Rescheduled
ACT-039445,3KLVZN6M,Kary Hendrixson,2017-12-01 16:00:00,Email,Completed
ACT-039446,3KLVZN6M,Kary Hendrixson,2017-11-15 14:00:00,Demo,Rescheduled
ACT-039447,3KLVZN6M,Kary Hendrixson,2017-09-19 08:00:00,Meeting,Interested
ACT-039448,3KLVZN6M,Kary Hendrixson,2017-10-22 09:00:00,Meeting,Connected
ACT-039449,3KLVZN6M,Kary Hendrixson,2017-09-21 12:00:00,Follow-up,Completed
ACT-039450,WGSLK719,Kary Hendrixson,2017-12-04 13:00:00,Email,Connected
ACT-039451,WGSLK719,Kary Hendrixson,2017-09-16 10:00:00,Follow-up,No answer
